id	ja	zh-TW	en	ko
87020030	土鍋で具だくさんアヒージョ	配菜豐富的砂鍋蒜味蝦	Everything Claypot Ajillo	건더기 가득 질그릇 아히요
87020040	伊勢エビの炭火焼き	炭烤龍蝦	Charcoal-Grilled Spiny Lobster	닭새우 숯불구이
87020050	金目鯛のアクアパッツァパスタ	紅金眼鯛義大利湯麵	Alfonsino Acqua Pazza Pasta	금눈돔 아쿠아 파짜 파스타
87020060	金目鯛のお頭炭火焼き	炭烤紅金眼鯛魚頭	Charcoal-Grilled Alfonsino Head	금눈돔 머리 숯불구이
87020070	魚の塩焼き	鹽烤魚	Grilled Fish	생선 소금구이
87020080	かまぼこチーズフォンデュ	魚板起司鍋	Kamaboko Cheese Fondue	어묵 치즈 퐁듀
87020090	海鮮バーベキュー	海鮮烤肉	Seafood BBQ	해물 바비큐
87030010	ボウルサラダ	碗裝沙拉	Salad	볼 샐러드
87030020	トマトの丸焼き	烤蕃茄	Whole Roasted Tomato	토마토 통구이
87030030	なすの丸焼き	烤茄子	Whole Roasted Eggplant	가지 통구이
87030040	じゃがいもの丸焼き	烤馬鈴薯	Whole Roasted Potato	감자 통구이
87030050	アボカドの丸焼き	烤酪梨	Whole Roasted Avocado	아보카도 통구이
87030060	にんじんの丸焼き	烤胡蘿蔔	Whole Roasted Carrot	당근 통구이
87030070	ホイル焼き	鋁箔包烤鮭魚	Foil Roast	포일 구이
87030080	カプレーゼ	卡布里沙拉	Caprese	카프레제
87040010	焼き豚まん	烤豬肉包	Fried Pork Buns	구운 고기만두
87040020	サンドイッチ	三明治	Sandwich	샌드위치
87040030	チーズいっぱいマルゲリータ	滿滿乳酪瑪格麗特披薩	Cheesy Margherita	치즈 가득 마르게리타
87040040	ハンバーガー	漢堡	Hamburger	햄버거
87050010	煮込みカレー	燉咖哩	Curry	푹 끓인 카레
87050020	ジャンバラヤ	什錦燉飯	Jambalaya	잠발라야
87050030	豚串のせご飯	豬肉串蓋飯	Pork Skewer Rice Bowl	돼지고기 얹은 밥
87050040	エビとトマトのリゾット	蝦子蕃茄燉飯	Tomato Lobster Risotto	새우와 토마토 리소토
87060010	すき焼き	壽喜燒	Sukiyaki	스키야키
87060020	トマトすき焼き	蕃茄壽喜燒	Tomato Sukiyaki	토마토 스키야키
87060030	担々餃子鍋	擔擔煎餃鍋	Tantan Gyoza Hotpot	탄탄 만두전골
87060040	プチ鱈鍋スープ	小鍋鱈魚湯	Cod Small Pot Soup	쁘띠 대구 전골 수프
87060050	もつ鍋	內臟火鍋	Mostunabe	모츠나베
87060060	きりたんぽ鍋	烤米棒火鍋	Kiritanpo-nabe	키리탄포나베
87070010	カレーめん	咖哩泡麵	Curry Noodles	카레면
87070020	スープパスタ	義大利湯麵	Soup Pasta	수프 파스타
87070030	ほうとう	餺飥	Hoto	호토
87070040	トマトすき焼きチーズパスタ	蕃茄壽喜燒乳酪義大利麵	Tomato Sukiyaki Cheese Pasta	토마토 스키야키 치즈 파스타
87070050	鴨だしなめこそば	鴨肉高湯滑菇蕎麥麵	Duck Soup Nameko Soba	오리 국물 나메코소바
87080010	コーンスープ	玉米濃湯	Corn Soup	콘 수프
87080020	伊勢エビのだし入り味噌汁	龍蝦高湯味噌湯	Lobster Stock Miso Soup	닭새우 국물을 넣은 된장국
87080030	地元野菜のポトフ	地方蔬菜火上鍋	Pot-at-feu With Local Ingredients	현지 채소로 만든 포토푀
87090010	ココア	熱可可	Cocoa	코코아
87090020	ほうじ茶	焙茶	Hojicha	호지차
87090030	ホット・バタード・ラム・カウ	熱牛奶蘭姆酒	Hot Buttered Rum Cow	핫 버터드 럼 카우
87090050	トロピカルジュース	熱帶果汁	Tropical Punch	트로피컬 주스
87090051	トロピカルジュース(SB)	熱帶果汁（SB）	Tropical Punch (SB)	트로피컬 주스(스카이 블루)
87100010	焼きマシュマロ	烤棉花糖	Toasted Marshmallow	구운 마시멜로
87100020	炭火焼きイモ	炭烤蕃薯	Charcoal-Roasted Sweet Potato	숯불 군고구마
87100030	焼きリンゴ	烤蘋果	Baked Apple	구운 사과
87100040	スモア	棉花糖夾心餅乾	S'more	스모어
87100050	バースデーケーキ	生日蛋糕	Birthday Cake	버스데이 케이크
87100060	ジェラート	義式冰淇淋	Gelato	젤라토
87100070	お城最中	城堡最中	Castle Monaka Pastry	성 모양 모나카
87100080	お花見団子	賞花糰子	Spring Picnic Dango	꽃구경 경단
87100120	フルーツポンチ	水果調酒	Fruit Punch	프루트 펀치
