id	ja	zh-TW	en	ko
4007	イベント1の準備	イベント1の準備(TW)	イベント1の準備(EN)	イベント1の準備(KO)
4008	リリース記念チャレンジ	リリース記念チャレンジ(TW)	リリース記念チャレンジ(EN)	リリース記念チャレンジ(KO)
4009	イベント2	イベント2(TW)	イベント2(EN)	イベント2(KO)
4010	イベント2の準備	イベント2の準備(TW)	イベント2の準備(EN)	イベント2の準備(KO)
4011	イベント3	イベント3(TW)	イベント3(EN)	イベント3(KO)
4012	イベント3の準備	イベント3の準備(TW)	イベント3の準備(EN)	イベント3の準備(KO)
4013	カウントダウンチャレンジ	カウントダウンチャレンジ(TW)	カウントダウンチャレンジ(EN)	カウントダウンチャレンジ(KO)
4014	イベント4の準備	イベント4の準備(TW)	イベント4の準備(EN)	イベント4の準備(KO)
4015	イベント	活動	Events	이벤트
4016	イベント5の準備	イベント5の準備(TW)	イベント5の準備(EN)	イベント5の準備(KO)
4017	イベント6の準備	イベント6の準備(TW)	イベント6の準備(EN)	イベント6の準備(KO)
4018	レポキャン	レポキャン(TW)	レポキャン(EN)	レポキャン(KO)
4019	{0}お誕生日チャレンジ	{0}お誕生日チャレンジ(TW)	{0}お誕生日チャレンジ(EN)	{0}お誕生日チャレンジ(KO)
4020	イベント7の準備	イベント7の準備(TW)	イベント7の準備(EN)	イベント7の準備(KO)
4021	リリース100日記念チャレンジ	リリース100日記念チャレンジ(TW)	リリース100日記念チャレンジ(EN)	リリース100日記念チャレンジ(KO)
4022	イベント8の準備	イベント8の準備(TW)	イベント8の準備(EN)	イベント8の準備(KO)
4023	イベント8	イベント8(TW)	イベント8(EN)	イベント8(KO)
4024	イベント9前夜祭チャレンジ	イベント9前夜祭チャレンジ(TW)	イベント9前夜祭チャレンジ(EN)	イベント9前夜祭チャレンジ(KO)
4025	イベント9の準備	イベント9の準備(TW)	イベント9の準備(EN)	イベント9の準備(KO)
4026	イベント9	イベント9(TW)	イベント9(EN)	イベント9(KO)
4027	前夜祭チャレンジ	前夜祭チャレンジ(TW)	前夜祭チャレンジ(EN)	前夜祭チャレンジ(KO)
4028	イベント10の準備	イベント10の準備(TW)	イベント10の準備(EN)	イベント10の準備(KO)
4029	イベント10	イベント10(TW)	イベント10(EN)	イベント10(KO)
4030	イベント11の準備	イベント11の準備(TW)	イベント11の準備(EN)	イベント11の準備(KO)
4031	イベント11	イベント11(TW)	イベント11(EN)	イベント11(KO)
4032	イベント12準備	イベント12準備(TW)	イベント12準備(EN)	イベント12準備(KO)
4033	イベント12	イベント12(TW)	イベント12(EN)	イベント12(KO)
4034	期間限定	期間限定	Limited Time	기간 한정
4035	毎日育成&コイン	每日培育&硬幣	DailySupport&Coins	매일 육성&코인
4036	毎日育成応援	每日培育支援	DailySupport	매일 육성 지원
4037	キャンプ&売却	露營&出售	Camp & Sell	캠핑&매각
4038	ギア料理売却	用品料理賣出	Sell Gear/Food	기어 요리 판매
4039	期間限定6	期間限定6	Limited Time6	기간 한정6
4041	海辺キャンプ	海邊露營	Beach Camping	해변 캠핑
4042	千明誕生祭	千明生日祭	Chiaki Birthday Festival	천명 생일 축제
4043	恵那誕生祭	惠那生日祭	Ena's Birthday Festival	헤나 생일 축제
4044	テスト1	test1	test1	test1
4045	テスト2	test2	test2	test2
4046	テスト3	test3	test3	test3
4047	テスト4	test4	test4	test4
4048	テスト5	test5	test5	test5
4049	テスト6	test6	test6	test6
4050	テスト7	test7	test7	test7
4051	テスト8	test8	test8	test8
4052	テスト9	test9	test9	test9
